nC;eta_B_star;eta_B_star_norm;W;Tc;Pc;Vc;rhoc;Zc;omega;Tf;Tfz;Hc;Amu;Bmu;Cmu;Dmu;Arho;Brho;Crho;Asat;Bsat;Csat;Dsat;Esat;Ac;Bc;Cc;Dc;Ak;Bk;Ck;Avap;Bvap;Asigma;Bsigma;DCN
12;8.67156;0.46868868;170.338;634.39;18.29;0.000684;249.4;0.237;0.462;329.82;164.5;44.13;-5.1598;1021.3;0.0089;-8.64e-06;0.2492;0.266;0.2857;22.1087;-3299.13;-4.5126;-2.7146e-10;-3.1915e-07;235.371;0.817;-0.0022262;3.05e-06;0.1616;-7.2977e-05;-1.9919e-07;66.378;0.38;51.373;1.2222;31.29
12;9.65246;0.5303609;170.338;643.65;18.34;0.000685;249.03;0.234;0.432;332.04;196.92;44.13;-4.9922;1011.5;0.0083;-7.99e-06;0.2489;0.2637;0.2857;2.9407;-2211.75;1.8818;-6.2174e-10;-1.5564e-06;223.691;0.8693;-0.0022948;3.0096e-06;0.1582;-6.3423e-05;-1.9958e-07;66.606;0.38;51.164;1.2222;24.72
12;9.65177;0.53031749;170.338;640.89;18.34;0.000685;249.03;0.235;0.432;330.93;196.92;44.13;-4.9514;1001.7;0.0082;-8e-06;0.2489;0.2636;0.2857;12.5673;-2726.95;-1.3623;-4.2677e-10;-8.5064e-07;222.383;0.8791;-0.0023298;3.0593e-06;0.1582;-6.3573e-05;-2.0133e-07;66.294;0.38;51.087;1.2222;24.81
12;9.35538;0.5116828;170.338;645.03;18.34;0.000685;249.03;0.234;0.432;332.59;196.92;44.2;-5.0117;1016.3;0.0083;-7.99e-06;0.2489;0.2614;0.2857;1.4387;-2164.57;2.419;5.1939e-10;-1.7787e-06;223.254;0.8726;-0.0023016;3.0156e-06;0.1583;-6.3348e-05;-1.9871e-07;66.762;0.38;51.202;1.2222;24.25
12;10.80165;0.60261451;170.338;655.89;18.39;0.000686;248.67;0.231;0.403;335.93;229.34;44.17;-4.8616;1010.6;0.0078;-7.37e-06;0.2485;0.2593;0.2857;6.2115;-2403.41;0.7612;-1.5029e-09;-1.2853e-06;212.296;0.9188;-0.0023511;2.9526e-06;0.1549;-5.3716e-05;-1.9832e-07;67.137;0.38;51.039;1.2222;23.08
12;10.33417;0.57322244;170.338;643.65;18.34;0.000685;249.03;0.234;0.432;332.04;196.92;44.11;-4.9922;1011.5;0.0083;-7.99e-06;0.2489;0.2661;0.2857;5.1024;-2359.56;1.1882;-1.0661e-09;-1.5355e-06;224.843;0.8607;-0.0022693;2.9772e-06;0.1582;-6.3423e-05;-1.9958e-07;66.606;0.38;51.164;1.2222;24.74
12;11.57132;0.65100672;170.338;644.8;18.39;0.000686;248.67;0.235;0.403;330.93;229.34;44.18;-4.7081;972.82;0.0076;-7.38e-06;0.2485;0.2638;0.2857;21.6373;-3178.12;-4.469;-2.266e-10;-1.8434e-08;209.162;0.9429;-0.0024441;3.0861e-06;0.1546;-5.3937e-05;-2.0557e-07;65.894;0.38;50.735;1.2222;20.79
12;9.82901;0.54146155;170.338;634;18.34;0.000685;249.03;0.238;0.432;327.59;196.92;44.15;-4.8374;975.44;0.0081;-7.99e-06;0.2489;0.2655;0.2857;9.8571;-2540.29;-0.4661;-5.7561e-10;-1.0024e-06;220.099;0.8964;-0.0023966;3.1578e-06;0.1581;-6.3947e-05;-2.0583e-07;65.514;0.38;50.894;1.2222;23.6
12;7.38949;0.38808052;170.338;643.97;18.29;0.000684;249.4;0.233;0.462;334.26;164.5;44.21;-5.2964;1055.2;0.009;-8.59e-06;0.2492;0.2595;0.2857;22.2045;-3348.78;-4.5481;5.8404e-10;-2.2173e-07;236.519;0.8092;-0.0021824;2.9729e-06;0.1617;-7.2148e-05;-1.9335e-07;67.478;0.38;51.643;1.2222;25.55
12;10.51547;0.5846215;170.338;639.52;18.34;0.000685;249.03;0.236;0.432;330.37;196.92;44.09;-4.93;996.64;0.0082;-8e-06;0.2489;0.2683;0.2857;9.4203;-2597.03;-0.2509;-5.8464e-10;-1.2639e-06;223.968;0.8673;-0.0022975;3.0209e-06;0.1582;-6.3648e-05;-2.0222e-07;66.138;0.38;51.048;1.2222;28.17
12;9.25001;0.50505771;170.338;639.52;18.34;0.000685;249.03;0.236;0.432;330.37;196.92;44.2;-4.93;996.64;0.0082;-8e-06;0.2489;0.261;0.2857;14.6077;-2812.6;-2.0775;-2.2359e-10;-5.911e-07;220.518;0.8931;-0.0023746;3.1188e-06;0.1582;-6.3648e-05;-2.0222e-07;66.138;0.38;51.048;1.2222;19.88
12;8.37212;0.44986144;170.338;642.6;18.29;0.000684;249.4;0.234;0.462;333.71;164.5;44.14;-5.2788;1050.6;0.009;-8.6e-06;0.2492;0.2642;0.2857;18.9431;-3190.75;-3.4131;-4.2553e-10;-6.2009e-07;237.94;0.7983;-0.0021517;2.9352e-06;0.1617;-7.2266e-05;-1.9417e-07;67.321;0.38;51.605;1.2222;29.36
12;9.43384;0.51661572;170.338;642.27;18.34;0.000685;249.03;0.235;0.432;331.48;196.92;44.12;-4.9721;1006.7;0.0083;-7.99e-06;0.2489;0.2636;0.2857;24.5247;-3407.01;-5.3706;-1.659e-10;1.3775e-08;223.02;0.8743;-0.0023127;3.0348e-06;0.1582;-6.3498e-05;-2.0045e-07;66.45;0.38;51.125;1.2222;23.25
12;7.69313;0.40717112;170.338;641.23;18.29;0.000684;249.4;0.234;0.462;332.59;164.5;44.17;-5.2606;1046;0.009;-8.61e-06;0.2492;0.2617;0.2857;25.5097;-3493.84;-5.6886;-1.6707e-10;1.0927e-07;236.327;0.8104;-0.0021915;2.9904e-06;0.1617;-7.2384e-05;-1.9499e-07;67.164;0.38;51.566;1.2222;28.38
12;9.43084;0.51642686;170.338;645.03;18.34;0.000685;249.03;0.234;0.432;332.59;196.92;44.16;-5.0117;1016.3;0.0083;-7.99e-06;0.2489;0.2643;0.2857;25.308;-3481.2;-5.6139;0;0;224.609;0.8625;-0.0022716;2.9776e-06;0.1583;-6.3348e-05;-1.9871e-07;66.762;0.38;51.202;1.2222;22.93
12;10.4115;0.57808494;170.338;629.87;18.34;0.000685;249.03;0.24;0.432;325.93;196.92;44.13;-4.7598;958.44;0.0079;-7.97e-06;0.2489;0.2673;0.2857;25.814;-3440.8;-5.792;0;0;219.009;0.9048;-0.0024311;3.2101e-06;0.158;-6.417e-05;-2.0861e-07;65.046;0.38;50.778;1.2222;21.13
12;7.68352;0.40656682;170.338;641.23;18.29;0.000684;249.4;0.234;0.462;332.59;164.5;44.17;-5.2606;1046;0.009;-8.61e-06;0.2492;0.2617;0.2857;25.638;-3529.8;-5.6986;0;0;236.344;0.8103;-0.0021911;2.9899e-06;0.1617;-7.2384e-05;-1.9499e-07;67.164;0.38;51.566;1.2222;27.03
12;9.25029;0.50507529;170.338;640.89;18.34;0.000685;249.03;0.235;0.432;330.93;196.92;44.16;-4.9514;1001.7;0.0082;-8e-06;0.2489;0.2611;0.2857;25.443;-3470.1;-5.6614;0;0;221.225;0.8878;-0.0023557;3.0921e-06;0.1582;-6.3573e-05;-2.0133e-07;66.294;0.38;51.087;1.2222;22.81
12;8.9469;0.48600005;170.338;646.41;18.34;0.000685;249.03;0.233;0.432;333.71;196.92;44.22;-5.0305;1021.1;0.0083;-7.98e-06;0.2489;0.2591;0.2857;25.264;-3485;-5.5982;0;0;222.771;0.8762;-0.0023095;3.0229e-06;0.1583;-6.3272e-05;-1.9785e-07;66.918;0.38;51.24;1.2222;22.46
12;9.92838;0.547709;170.338;646.41;18.34;0.000685;249.03;0.233;0.432;333.71;196.92;44.13;-5.0305;1021.1;0.0083;-7.98e-06;0.2489;0.264;0.2857;25.264;-3485;-5.5982;0;0;225.056;0.8591;-0.0022589;2.9589e-06;0.1583;-6.3272e-05;-1.9785e-07;66.918;0.38;51.24;1.2222;25.57
12;9.24797;0.5049296;170.338;646.41;18.34;0.000685;249.03;0.233;0.432;333.71;196.92;44.14;-5.0305;1021.1;0.0083;-7.98e-06;0.2489;0.2615;0.2857;25.264;-3485;-5.5982;0;0;223.901;0.8678;-0.0022844;2.9912e-06;0.1583;-6.3272e-05;-1.9785e-07;66.918;0.38;51.24;1.2222;24.88
12;9.2529;0.50523957;170.338;643.65;18.34;0.000685;249.03;0.234;0.432;332.04;196.92;44.19;-4.9922;1011.5;0.0083;-7.99e-06;0.2489;0.2614;0.2857;25.353;-3477.5;-5.6296;0;0;222.602;0.8775;-0.002319;3.0402e-06;0.1582;-6.3423e-05;-1.9958e-07;66.606;0.38;51.164;1.2222;21.06
12;8.76646;0.47465503;170.338;653.29;18.34;0.000685;249.03;0.231;0.432;336.48;196.92;44.22;-5.1164;1043.4;0.0084;-7.95e-06;0.2489;0.2572;0.2857;25.044;-3503.6;-5.5213;0;0;224.903;0.8604;-0.0022486;2.933e-06;0.1584;-6.2895e-05;-1.9362e-07;67.7;0.38;51.431;1.2222;22.11
12;12.65578;0.71919012;170.338;635.1;18.39;0.000686;248.67;0.239;0.403;326.48;229.34;44.03;-4.5402;935.2;0.0073;-7.35e-06;0.2485;0.2722;0.2857;25.432;-3396.7;-5.6886;0;0;208.528;0.9489;-0.0024832;3.1522e-06;0.1544;-5.4106e-05;-2.1226e-07;64.809;0.38;50.466;1.2222;26.26
12;8.36384;0.4493408;170.338;639.86;18.29;0.000684;249.4;0.235;0.462;332.04;164.5;44.16;-5.2417;1041.2;0.009;-8.62e-06;0.2492;0.264;0.2857;25.684;-3526;-5.7145;0;0;236.763;0.807;-0.0021837;2.9829e-06;0.1616;-7.2502e-05;-1.9582e-07;67.007;0.38;51.528;1.2222;27.39
12;8.57419;0.46256624;170.338;646.41;18.34;0.000685;249.03;0.233;0.432;333.71;196.92;44.17;-5.0305;1021.1;0.0083;-7.98e-06;0.2489;0.2591;0.2857;25.264;-3485;-5.5982;0;0;222.752;0.8763;-0.0023099;3.0234e-06;0.1583;-6.3272e-05;-1.9785e-07;66.918;0.38;51.24;1.2222;23.21
12;9.71542;0.53431936;170.338;655.89;18.39;0.000686;248.67;0.231;0.403;335.93;229.34;44.21;-4.8616;1010.6;0.0078;-7.37e-06;0.2485;0.2544;0.2857;24.763;-3451.3;-5.4533;0;0;209.784;0.9373;-0.0024039;3.0168e-06;0.1549;-5.3716e-05;-1.9832e-07;67.137;0.38;51.039;1.2222;18.23
12;6.70689;0.34516257;170.338;646.71;18.29;0.000684;249.4;0.232;0.462;335.37;164.5;44.22;-5.3299;1064.1;0.0091;-8.57e-06;0.2492;0.2573;0.2857;25.459;-3544.9;-5.6356;0;0;236.666;0.8084;-0.0021744;2.957e-06;0.1618;-7.1913e-05;-1.9173e-07;67.792;0.38;51.72;1.2222;24.88
12;8.27017;0.44345196;170.338;647.78;18.34;0.000685;249.03;0.233;0.432;334.26;196.92;44.24;-5.0488;1025.7;0.0084;-7.98e-06;0.2489;0.2568;0.2857;25.219;-3488.7;-5.5827;0;0;222.28;0.8799;-0.0023175;3.0304e-06;0.1583;-6.3197e-05;-1.9699e-07;67.075;0.38;51.278;1.2222;20.81
12;8.56871;0.46222213;170.338;645.03;18.34;0.000685;249.03;0.234;0.432;332.59;196.92;44.21;-5.0117;1016.3;0.0083;-7.99e-06;0.2489;0.259;0.2857;25.308;-3481.2;-5.6139;0;0;222.098;0.8812;-0.0023273;3.0481e-06;0.1583;-6.3348e-05;-1.9871e-07;66.762;0.38;51.202;1.2222;22.14
12;8.08115;0.43156718;170.338;653.29;18.34;0.000685;249.03;0.231;0.432;336.48;196.92;44.24;-5.1164;1043.4;0.0084;-7.95e-06;0.2489;0.2548;0.2857;25.044;-3503.6;-5.5213;0;0;223.773;0.8688;-0.0022734;2.9643e-06;0.1584;-6.2895e-05;-1.9362e-07;67.7;0.38;51.431;1.2222;20.86
12;10.49125;0.5830988;170.338;641.61;18.39;0.000686;248.67;0.236;0.403;329.26;199.87;44.09;-4.6568;960.98;0.0075;-7.38e-06;0.2485;0.2636;0.2857;25.217;-3413.7;-5.6127;0;0;220.952;0.8571;-0.0022563;2.9699e-06;0.1569;-6.3285e-05;-1.9875e-07;65.537;0.38;50.647;1.2222;19.9
12;9.73372;0.53547001;170.338;631.25;18.34;0.000685;249.03;0.239;0.432;326.48;196.92;44.18;-4.7865;964.22;0.008;-7.98e-06;0.2489;0.2652;0.2857;25.767;-3444.4;-5.7753;0;0;218.669;0.9073;-0.0024355;3.2129e-06;0.158;-6.4096e-05;-2.0767e-07;65.202;0.38;50.816;1.2222;23.5
12;10.48921;0.5829707;170.338;651.73;18.39;0.000686;248.67;0.232;0.403;334.26;229.34;44.21;-4.8083;996.99;0.0077;-7.38e-06;0.2485;0.2595;0.2857;24.892;-3440.3;-5.4988;0;0;210.401;0.9331;-0.0024007;3.0205e-06;0.1548;-5.3802e-05;-2.0099e-07;66.67;0.38;50.925;1.2222;18.41
12;8.67037;0.46861361;170.338;629.32;18.29;0.000684;249.4;0.239;0.462;327.04;164.5;44.14;-5.0736;1001.5;0.0087;-8.64e-06;0.2492;0.2654;0.2857;26.042;-3497.2;-5.8406;0;0;232.988;0.8348;-0.0022923;3.148e-06;0.1615;-7.342e-05;-2.0239e-07;65.798;0.38;51.229;1.2222;28.92
12;8.26721;0.44326586;170.338;649.16;18.34;0.000685;249.03;0.232;0.432;334.82;196.92;44.24;-5.0665;1030.2;0.0084;-7.97e-06;0.2489;0.2569;0.2857;25.175;-3492.4;-5.5672;0;0;222.929;0.875;-0.0023003;3.006e-06;0.1583;-6.3122e-05;-1.9614e-07;67.231;0.38;51.317;1.2222;19.75
12;9.71459;0.53426748;170.338;658.66;18.39;0.000686;248.67;0.23;0.403;337.59;229.34;44.21;-4.8946;1019.3;0.0078;-7.36e-06;0.2485;0.2546;0.2857;24.677;-3458.6;-5.4234;0;0;211.219;0.9265;-0.0023673;2.9674e-06;0.1549;-5.3656e-05;-1.9657e-07;67.447;0.38;51.114;1.2222;18.39
12;9.25454;0.50534233;170.338;646.41;18.34;0.000685;249.03;0.233;0.432;333.71;196.92;44.15;-5.0305;1021.1;0.0083;-7.98e-06;0.2489;0.2615;0.2857;25.264;-3485;-5.5982;0;0;223.92;0.8676;-0.002284;2.9906e-06;0.1583;-6.3272e-05;-1.9785e-07;66.918;0.38;51.24;1.2222;19.48
12;9.24321;0.50463011;170.338;643.65;18.34;0.000685;249.03;0.234;0.432;332.04;196.92;44.15;-4.9922;1011.5;0.0083;-7.99e-06;0.2489;0.2613;0.2857;25.353;-3477.5;-5.6296;0;0;222.563;0.8777;-0.0023199;3.0413e-06;0.1582;-6.3423e-05;-1.9958e-07;66.606;0.38;51.164;1.2222;23.2
12;9.7346;0.53552584;170.338;634;18.34;0.000685;249.03;0.238;0.432;327.59;196.92;44.14;-4.8374;975.44;0.0081;-7.99e-06;0.2489;0.2654;0.2857;25.673;-3451.7;-5.7423;0;0;220.079;0.8966;-0.002397;3.1583e-06;0.1581;-6.3947e-05;-2.0583e-07;65.514;0.38;50.894;1.2222;22.69
12;7.68923;0.40692598;170.338;639.86;18.29;0.000684;249.4;0.235;0.462;332.04;164.5;44.18;-5.2417;1041.2;0.009;-8.62e-06;0.2492;0.2616;0.2857;25.684;-3526;-5.7145;0;0;235.74;0.8147;-0.0022077;3.0144e-06;0.1616;-7.2502e-05;-1.9582e-07;67.007;0.38;51.528;1.2222;27.99
12;8.75253;0.47377912;170.338;642.27;18.34;0.000685;249.03;0.235;0.432;331.48;196.92;44.18;-4.9721;1006.7;0.0083;-7.99e-06;0.2489;0.2613;0.2857;25.398;-3473.8;-5.6455;0;0;221.926;0.8825;-0.002337;3.0657e-06;0.1582;-6.3498e-05;-2.0045e-07;66.45;0.38;51.125;1.2222;23.07
12;11.58095;0.65161234;170.338;635.1;18.39;0.000686;248.67;0.239;0.403;326.48;229.34;44.06;-4.5402;935.2;0.0073;-7.35e-06;0.2485;0.2671;0.2857;25.432;-3396.7;-5.6886;0;0;205.898;0.9684;-0.00254;3.2221e-06;0.1544;-5.4106e-05;-2.1226e-07;64.809;0.38;50.466;1.2222;22.79
12;10.81369;0.60337202;170.338;631.25;18.34;0.000685;249.03;0.239;0.432;326.48;196.92;44.07;-4.7865;964.22;0.008;-7.98e-06;0.2489;0.2701;0.2857;25.767;-3444.4;-5.7753;0;0;220.996;0.8898;-0.0023828;3.1457e-06;0.158;-6.4096e-05;-2.0767e-07;65.202;0.38;50.816;1.2222;24.13
12;9.83942;0.54211581;170.338;638.14;18.34;0.000685;249.03;0.236;0.432;329.82;196.92;44.1;-4.908;991.48;0.0082;-8e-06;0.2489;0.2657;0.2857;25.535;-3462.8;-5.6935;0;0;222.152;0.8809;-0.002341;3.0789e-06;0.1581;-6.3723e-05;-2.0311e-07;65.982;0.38;51.01;1.2222;26.63
12;10.81802;0.60364406;170.338;630.97;18.34;0.000685;249.03;0.239;0.432;325.93;196.92;44.11;-4.7812;963.07;0.008;-7.98e-06;0.2489;0.2701;0.2857;25.777;-3443.7;-5.7786;0;0;220.868;0.8908;-0.0023864;3.1508e-06;0.158;-6.4111e-05;-2.0786e-07;65.17;0.38;50.809;1.2222;20.56
12;11.57282;0.65110067;170.338;633.71;18.39;0.000686;248.67;0.239;0.403;325.93;229.34;44.06;-4.5132;929.42;0.0073;-7.34e-06;0.2485;0.2672;0.2857;25.479;-3393.1;-5.705;0;0;205.245;0.9735;-0.002558;3.2469e-06;0.1544;-5.4128e-05;-2.1324e-07;64.654;0.38;50.428;1.2222;21.76
12;3.81382;0.16326535;170.338;656.25;18.55;0.000689;245.44;0.234;0.459;339.82;211.92;44.36;-5.3579;1083.4;0.009;-8.36e-06;0.2467;0.2469;0.2857;25.132;-3567.5;-5.5237;0;0;214.536;0.97;-0.0025331;3.2064e-06;0.1583;-5.7611e-05;-1.9896e-07;68.9;0.38;51.882;1.2222;20.14
12;10.71942;0.59744475;170.338;668.43;18.47;0.000671;255;0.227;0.376;339.82;214.34;44.58;-4.794;1017.3;0.0074;-6.89e-06;0.2507;0.2491;0.2857;41.1264;-4365.21;-10.9802;-1.635e-08;1.2923e-06;219.118;0.836;-0.0021154;2.7108e-06;0.1553;-5.8498e-05;-1.8369e-07;67.651;0.38;51.025;1.2222;12.28
12;7.17837;0.37480668;170.338;654.67;18.38;0.000684;248.67;0.233;0.436;337.59;196.92;44.27;-5.132;1047.7;0.0085;-7.94e-06;0.2489;0.2523;0.2857;26.612;-3625.64;-6.0243;-2.6446e-10;7.4111e-08;223.179;0.8733;-0.0022838;2.9747e-06;0.1584;-6.282e-05;-1.9279e-07;67.856;0.38;51.469;1.2222;18.91
12;8.97936;0.48804113;170.338;638.14;18.31;0.000685;248.67;0.236;0.433;329.82;196.92;44.19;-4.908;991.48;0.0082;-8e-06;0.2489;0.2607;0.2857;23.6651;-3359.31;-5.0657;-2.3276e-10;-1.3624e-07;219.746;0.899;-0.002395;3.1475e-06;0.1581;-6.3723e-05;-2.0311e-07;65.982;0.38;51.01;1.2222;27.11
12;9.65343;0.5304223;170.338;638.14;18.3;0.000686;249.03;0.236;0.436;329.82;196.92;44.18;-4.908;991.48;0.0082;-8e-06;0.2489;0.2632;0.2857;33.3244;-3862.27;-8.3516;-2.6335e-10;7.249e-07;220.937;0.89;-0.0023683;3.1135e-06;0.1581;-6.3723e-05;-2.0311e-07;65.982;0.38;51.01;1.2222;24.4
12;8.84442;0.47955674;170.338;646.41;18.2;0.000688;249.4;0.232;0.434;333.71;196.92;44.17;-5.0305;1021.1;0.0083;-7.98e-06;0.2489;0.259;0.2857;29.4874;-3731.68;-7.0028;-8.7395e-12;2.5071e-07;222.713;0.8766;-0.0023108;3.0245e-06;0.1583;-6.3272e-05;-1.9785e-07;66.918;0.38;51.24;1.2222;22.22
12;8.26056;0.44284744;170.338;643.65;18.21;0.000685;249.03;0.234;0.438;332.04;196.92;44.34;-4.9922;1011.5;0.0083;-7.99e-06;0.2489;0.259;0.2857;36.6666;-4096.68;-9.4525;2.5199e-10;9.3504e-07;221.479;0.8859;-0.002344;3.0719e-06;0.1582;-6.3423e-05;-1.9958e-07;66.606;0.38;51.164;1.2222;20.14
12;8.75167;0.47372509;170.338;638.14;18.35;0.000683;249.03;0.236;0.428;329.82;196.92;44.18;-4.908;991.48;0.0082;-8e-06;0.2489;0.2611;0.2857;25.535;-3462.8;-5.6935;0;0;219.944;0.8975;-0.0023906;3.1418e-06;0.1581;-6.3723e-05;-2.0311e-07;65.982;0.38;51.01;1.2222;23.18
12;8.67403;0.46884351;170.338;640.89;18.19;0.000687;249.03;0.234;0.432;330.93;196.92;44.32;-4.9514;1001.7;0.0082;-8e-06;0.2489;0.2587;0.2857;25.443;-3470.1;-5.6614;0;0;220.032;0.8968;-0.0023824;3.126e-06;0.1582;-6.3573e-05;-2.0133e-07;66.294;0.38;51.087;1.2222;22.4
12;9.71286;0.53415873;170.338;655.89;18.28;0.000686;251.61;0.228;0.409;335.93;229.34;44.25;-4.8616;1010.6;0.0078;-7.37e-06;0.2485;0.2543;0.2857;24.763;-3451.3;-5.4533;0;0;209.703;0.9379;-0.0024056;3.0189e-06;0.1549;-5.3716e-05;-1.9832e-07;67.137;0.38;51.039;1.2222;21.76
12;6.70703;0.34517163;170.338;642.6;18;0.000685;249.03;0.231;0.459;333.71;164.5;44.26;-5.2788;1050.6;0.009;-8.6e-06;0.2492;0.257;0.2857;25.593;-3533.6;-5.6827;0;0;234.845;0.8218;-0.0022238;3.0301e-06;0.1617;-7.2266e-05;-1.9417e-07;67.321;0.38;51.605;1.2222;23.38
12;7.67507;0.40603551;170.338;656.05;18.05;0.00069;249.03;0.226;0.438;338.15;196.92;44.29;-5.1471;1051.9;0.0085;-7.93e-06;0.2489;0.2525;0.2857;24.958;-3511.1;-5.4911;0;0;223.871;0.8682;-0.0022659;2.9497e-06;0.1585;-6.2744e-05;-1.9197e-07;68.013;0.38;51.506;1.2222;19.26
12;8.62776;0.46593483;170.338;662.82;18.04;0.000688;248.67;0.226;0.41;339.26;229.34;44.28;-4.9405;1031.8;0.0079;-7.33e-06;0.2485;0.2499;0.2857;24.551;-3469.7;-5.3791;0;0;210.736;0.9298;-0.0023681;2.9609e-06;0.155;-5.3563e-05;-1.9399e-07;67.914;0.38;51.227;1.2222;15.45
12;8.16794;0.43702407;170.338;648.47;18.31;0.000685;248.67;0.233;0.433;334.26;196.92;44.22;-5.0577;1028;0.0084;-7.97e-06;0.2489;0.2567;0.2857;25.197;-3490.5;-5.5749;0;0;222.558;0.8778;-0.0023099;3.0195e-06;0.1583;-6.3159e-05;-1.9656e-07;67.153;0.38;51.297;1.2222;21.95
12;7.68795;0.40684567;170.338;635.76;18.13;0.000683;249.76;0.235;0.462;330.37;164.5;44.22;-5.1813;1026.4;0.0089;-8.63e-06;0.2492;0.2612;0.2857;25.821;-3514.8;-5.763;0;0;233.884;0.8285;-0.0022587;3.0901e-06;0.1616;-7.2858e-05;-1.9834e-07;66.535;0.38;51.412;1.2222;27.93
12;10.94017;0.61132375;170.338;647.63;18.65;0.000677;250.87;0.235;0.396;332.04;181.92;44.27;-4.8282;993.04;0.0078;-7.52e-06;0.2511;0.2579;0.2857;25.045;-3433.2;-5.5499;0;0;228.366;0.8021;-0.0021148;2.8446e-06;0.1583;-6.8074e-05;-1.9007e-07;66.199;0.38;50.915;1.2222;12.73
12;9.77571;0.53811031;170.338;661.49;18.39;0.00068;250.87;0.227;0.402;338.71;181.92;44.41;-4.996;1037;0.008;-7.46e-06;0.2511;0.2513;0.2857;24.614;-3469.9;-5.3985;0;0;230.967;0.7833;-0.0020328;2.7138e-06;0.1585;-6.7091e-05;-1.8215e-07;67.753;0.38;51.293;1.2222;13.73
12;11.93819;0.67407294;170.338;628.22;18.65;0.000678;250.87;0.239;0.396;323.15;181.92;44.27;-4.4885;917.17;0.0073;-7.45e-06;0.2511;0.2633;0.2857;25.69;-3382.6;-5.7766;0;0;222.606;0.8454;-0.0022861;3.1051e-06;0.158;-6.9469e-05;-2.0208e-07;64.029;0.38;50.375;1.2222;13.15
12;10.94396;0.61156203;170.338;640.7;18.47;0.000675;251.24;0.237;0.402;328.71;181.92;44.47;-4.7232;968.15;0.0077;-7.52e-06;0.2511;0.2598;0.2857;25.27;-3415;-5.6288;0;0;226.337;0.8171;-0.002174;2.9343e-06;0.1582;-6.857e-05;-1.9423e-07;65.423;0.38;50.723;1.2222;15.63
12;11.80958;0.66598682;170.338;661.46;18.64;0.000675;254.24;0.228;0.375;336.48;214.34;44.37;-4.7178;996.61;0.0073;-6.92e-06;0.2507;0.2534;0.2857;24.418;-3410.5;-5.3604;0;0;218.209;0.8429;-0.0021483;2.7631e-06;0.1551;-5.8785e-05;-1.8772e-07;66.878;0.38;50.838;1.2222;12.59
12;10.54471;0.58646028;170.338;644.85;18.36;0.000679;251.24;0.233;0.402;330.93;181.92;44.49;-4.7881;983.35;0.0078;-7.52e-06;0.2511;0.2575;0.2857;25.134;-3425.9;-5.5812;0;0;228.366;0.8021;-0.0021148;2.8446e-06;0.1583;-6.8272e-05;-1.9171e-07;65.889;0.38;50.838;1.2222;12.42
12;7.85994;0.41765914;170.338;649.16;18.31;0.000684;249.03;0.231;0.436;334.82;196.92;44.26;-5.0665;1030.2;0.0084;-7.97e-06;0.2489;0.2546;0.2857;25.175;-3492.4;-5.5672;0;0;221.857;0.8831;-0.0023241;3.036e-06;0.1583;-6.3122e-05;-1.9614e-07;67.231;0.38;51.317;1.2222;17.65
12;7.68825;0.4068642;170.338;634.39;18.44;0.000682;249.4;0.239;0.461;329.82;164.5;44.18;-5.1598;1021.3;0.0089;-8.64e-06;0.2492;0.2611;0.2857;25.868;-3511;-5.7793;0;0;233.226;0.8334;-0.0022769;3.1169e-06;0.1616;-7.2977e-05;-1.9919e-07;66.378;0.38;51.373;1.2222;25.53
12;6.70605;0.34510992;170.338;642.6;18.23;0.000683;248.67;0.233;0.463;333.71;164.5;44.26;-5.2788;1050.6;0.009;-8.6e-06;0.2492;0.257;0.2857;25.593;-3533.6;-5.6827;0;0;234.845;0.8218;-0.0022238;3.0301e-06;0.1617;-7.2266e-05;-1.9417e-07;67.321;0.38;51.605;1.2222;22.74
12;8.67;0.46859026;170.338;642.27;18.54;0.000682;249.03;0.237;0.432;331.48;196.92;44.22;-4.9721;1006.7;0.0083;-7.99e-06;0.2489;0.2588;0.2857;25.398;-3473.8;-5.6455;0;0;220.758;0.8913;-0.0023631;3.0988e-06;0.1582;-6.3498e-05;-2.0045e-07;66.45;0.38;51.125;1.2222;20.1
12;8.08446;0.43177552;170.338;650.54;18.36;0.000687;248.67;0.232;0.429;335.37;196.92;44.28;-5.0837;1034.7;0.0084;-7.96e-06;0.2489;0.2544;0.2857;25.131;-3496.1;-5.5518;0;0;222.376;0.8792;-0.0023097;3.0153e-06;0.1584;-6.3046e-05;-1.9529e-07;67.387;0.38;51.355;1.2222;17.39
12;8.56403;0.4619275;170.338;640.89;18.45;0.000683;249.03;0.238;0.43;330.93;196.92;44.22;-4.9514;1001.7;0.0082;-8e-06;0.2489;0.2587;0.2857;25.443;-3470.1;-5.6614;0;0;220.032;0.8968;-0.0023824;3.126e-06;0.1582;-6.3573e-05;-2.0133e-07;66.294;0.38;51.087;1.2222;19.68
12;8.162;0.43665056;170.338;645.03;18.43;0.000684;249.03;0.236;0.439;332.59;196.92;44.23;-5.0117;1016.3;0.0083;-7.99e-06;0.2489;0.2564;0.2857;25.308;-3481.2;-5.6139;0;0;220.852;0.8906;-0.0023551;3.0832e-06;0.1583;-6.3348e-05;-1.9871e-07;66.762;0.38;51.202;1.2222;18.92
